src_deg,dst_deg,src_vol,dst_vol,src_pr,dst_pr,katz,maxflow,shortpaths,tag,aff,propflow,sp,pa,label,id1,id2
3.0,3.0,9.0,4.0,6.27393e-05,6.96112e-05,6.5e-10,4.0,2.0,0.0447102,0.096225,0.000769231,9.0,9.0,1.0,88775.0,1702086.0
12.0,15.0,30.0,37.0,0.000192297,0.000235151,6.84375e-10,30.0,4.0,0.0630341,0.421637,0.000583177,12.0,180.0,1.0,90155.0,1183501.0
3.0,2.0,3.0,2.0,7.41883e-05,5.29561e-05,1.275e-09,2.0,1.0,0.0,0.327327,0.00388889,9.0,6.0,1.0,93453.0,622130.0
5.0,2.0,8.0,3.0,8.99359e-05,3.98243e-05,5.90937e-09,3.0,2.0,0.573237,0.0852609,0.000769451,9.0,10.0,1.0,96053.0,1058915.0
3.0,13.0,10.0,39.0,6.53711e-05,0.000205347,1.29688e-09,3.0,5.0,0.948504,0.559161,0.00186443,10.0,39.0,1.0,98299.0,1304724.0
8.0,7.0,10.0,14.0,0.000119051,0.000100482,3.35e-09,10.0,7.0,0.385164,0.0,0.000155152,9.0,56.0,1.0,100511.0,993588.0
3.0,7.0,4.0,14.0,9.26253e-05,0.000133842,3.275e-09,2.0,5.0,0.885387,0.0,0.00103919,9.0,21.0,1.0,100918.0,414075.0
3.0,1.0,4.0,4.0,9.26253e-05,3.08724e-05,6.5e-10,2.0,1.0,0.00846061,0.0,0.000326102,9.0,3.0,1.0,100918.0,1401261.0
7.0,49.0,7.0,149.0,0.000119728,0.000691653,1.3375e-09,6.0,4.0,0.184283,0.0563436,0.000912782,10.0,343.0,1.0,101176.0,1642231.0
5.0,1.0,8.0,1.0,0.000125858,3.69985e-05,6.375e-10,1.0,1.0,0.107565,0.0,0.0017284,9.0,5.0,1.0,105679.0,319338.0
3.0,6.0,4.0,16.0,9.70671e-05,0.000189016,1.25625e-09,4.0,1.0,0.854306,0.151523,0.0238095,10.0,18.0,1.0,107269.0,927230.0
4.0,1.0,4.0,1.0,0.000102659,4.22407e-05,6.5625e-10,1.0,1.0,0.761928,0.0,0.000423565,9.0,4.0,1.0,107513.0,1502116.0
11.0,1.0,12.0,7.0,0.000189054,3.28156e-05,2.00938e-09,7.0,1.0,0.0,0.0376889,0.000323818,11.0,11.0,1.0,107876.0,1363361.0
11.0,4.0,12.0,4.0,0.000189054,7.87015e-05,6.5e-10,4.0,4.0,0.0,0.0731272,0.00161083,11.0,44.0,1.0,107876.0,1064222.0
1.0,2.0,3.0,2.0,3.44884e-05,5.57743e-05,6.375e-10,2.0,2.0,0.232048,0.0,0.00197993,9.0,2.0,1.0,112172.0,1507606.0
4.0,3.0,4.0,3.0,7.09617e-05,5.85532e-05,3.92813e-09,3.0,3.0,0.617213,0.793857,0.000777322,9.0,12.0,1.0,112598.0,650209.0
4.0,7.0,4.0,20.0,7.09617e-05,0.000109783,6.96875e-10,4.0,6.0,0.118958,0.367423,0.000407029,9.0,28.0,1.0,112598.0,1189005.0
4.0,13.0,4.0,33.0,7.09617e-05,0.000211969,7.625e-10,4.0,8.0,0.586461,0.0322749,0.000531597,10.0,52.0,1.0,112598.0,1447553.0
3.0,13.0,8.0,90.0,6.64222e-05,0.000243272,6.3125e-10,6.0,1.0,0.0,0.71492,0.000334362,10.0,39.0,1.0,113038.0,1701144.0
3.0,3.0,7.0,4.0,6.83906e-05,6.96112e-05,6.46875e-10,4.0,3.0,0.0,0.0245737,0.00153982,9.0,9.0,1.0,114064.0,1702086.0
5.0,10.0,5.0,36.0,9.5749e-05,0.000171101,6.75e-10,3.0,2.0,0.22013,0.0,5.62656e-05,9.0,50.0,1.0,115262.0,822087.0
18.0,1.0,39.0,1.0,0.000254879,3.91658e-05,6.375e-10,1.0,1.0,0.0,0.193398,2.442e-05,11.0,18.0,1.0,115649.0,427604.0
4.0,7.0,10.0,13.0,7.48867e-05,0.000132612,2.60625e-09,10.0,6.0,0.0332595,0.0,0.000778592,9.0,28.0,1.0,117388.0,1629773.0
12.0,3.0,24.0,3.0,0.000217165,6.51704e-05,6.53125e-10,3.0,2.0,0.0,0.0745356,9.9999e-05,11.0,36.0,1.0,117636.0,474380.0
6.0,10.0,20.0,25.0,0.000105917,0.000181104,1.97813e-09,20.0,5.0,0.0,0.355023,0.00126198,10.0,60.0,1.0,117956.0,587669.0
6.0,11.0,20.0,31.0,0.000105917,0.000186621,1.31563e-09,20.0,4.0,0.0,0.225425,0.000914074,10.0,66.0,1.0,117956.0,192403.0
4.0,7.0,14.0,15.0,8.3119e-05,0.000133123,1.975e-09,14.0,5.0,0.187256,0.14937,0.003134,9.0,28.0,1.0,118041.0,463080.0
12.0,5.0,23.0,7.0,0.000181584,0.000144587,2.78125e-09,3.0,2.0,0.0947263,0.0606339,0.00015562,11.0,60.0,1.0,119015.0,1061060.0
12.0,5.0,23.0,5.0,0.000181584,0.000110944,1.4e-09,5.0,5.0,0.346873,0.157378,0.000211642,11.0,60.0,1.0,119015.0,1572366.0
9.0,6.0,9.0,30.0,0.000179994,0.000112065,7.21875e-10,7.0,5.0,0.043492,0.0517226,0.000212135,11.0,54.0,1.0,119305.0,166745.0
4.0,11.0,4.0,35.0,8.46655e-05,0.00020763,1.94063e-09,4.0,1.0,0.0,0.335578,0.00258399,10.0,44.0,1.0,120810.0,410585.0
10.0,8.0,30.0,18.0,0.000159657,0.00014382,2.78437e-09,12.0,3.0,0.810441,0.336782,0.000180275,9.0,80.0,1.0,120881.0,608016.0
11.0,24.0,25.0,75.0,0.000142304,0.000357049,4.19688e-09,10.0,16.0,0.0,0.418121,0.000260491,10.0,264.0,1.0,122279.0,561278.0
4.0,12.0,25.0,31.0,0.000111557,0.000194616,6.4375e-10,16.0,4.0,0.871827,0.37998,0.000139731,10.0,48.0,1.0,126311.0,1629181.0
2.0,7.0,4.0,15.0,5.42099e-05,0.000117799,6.84375e-10,4.0,7.0,0.608816,0.0,0.00389142,9.0,14.0,1.0,126337.0,373299.0
3.0,4.0,3.0,7.0,6.99902e-05,6.41866e-05,7.03125e-10,3.0,3.0,0.562815,0.793529,0.000351636,9.0,12.0,1.0,128635.0,1354213.0
7.0,4.0,14.0,13.0,0.000116035,7.08879e-05,7.7875e-09,13.0,4.0,0.919474,0.913893,0.00179502,9.0,28.0,1.0,128792.0,826956.0
7.0,1.0,12.0,4.0,0.000105908,3.38905e-05,6.5e-10,4.0,1.0,0.0,0.445435,0.000149582,9.0,7.0,1.0,129842.0,1301932.0
8.0,3.0,13.0,10.0,0.000151245,6.34756e-05,1.46563e-09,5.0,2.0,0.388169,0.090045,0.000188573,9.0,24.0,1.0,130304.0,229622.0
5.0,2.0,9.0,5.0,0.00010544,7.71931e-05,6.4375e-10,1.0,1.0,0.0514344,0.350457,0.000384615,9.0,10.0,1.0,130718.0,331113.0
3.0,2.0,6.0,2.0,0.000102426,5.98749e-05,6.4375e-10,2.0,2.0,0.440352,0.190693,0.00091267,9.0,6.0,1.0,132685.0,1677412.0
3.0,16.0,6.0,25.0,5.5768e-05,0.000242809,3.35938e-09,6.0,11.0,0.589874,0.137607,0.00122375,10.0,48.0,1.0,133204.0,616527.0
8.0,5.0,28.0,21.0,0.000133641,0.000122497,6.9375e-10,18.0,4.0,0.256851,0.561249,0.00041699,9.0,40.0,1.0,134942.0,1034796.0
5.0,12.0,10.0,46.0,0.000164538,0.000203447,6.53125e-10,6.0,7.0,0.877934,0.0,0.000351258,10.0,60.0,1.0,135205.0,1088600.0
5.0,11.0,10.0,41.0,0.000164538,0.000197998,6.6875e-10,6.0,8.0,0.858841,0.335861,0.000304066,10.0,55.0,1.0,135205.0,1390833.0
2.0,5.0,4.0,10.0,5.14709e-05,0.000111848,1.90313e-09,4.0,3.0,0.082061,0.10176,0.00725556,9.0,10.0,1.0,135363.0,514452.0
2.0,3.0,2.0,3.0,5.60327e-05,6.93501e-05,6.53125e-10,2.0,2.0,0.106525,0.00911126,0.000745111,9.0,6.0,1.0,136562.0,429208.0
2.0,8.0,2.0,17.0,5.60327e-05,0.000212655,6.625e-10,2.0,4.0,0.0534522,0.0489116,0.00141358,10.0,16.0,1.0,136562.0,1231831.0
4.0,7.0,9.0,12.0,0.000115945,0.000125661,6.375e-10,5.0,3.0,0.317015,0.392295,0.00057971,9.0,28.0,1.0,138418.0,1531983.0
2.0,8.0,2.0,25.0,6.24266e-05,0.000150106,6.46875e-10,2.0,5.0,0.136626,0.365896,0.00155358,9.0,16.0,1.0,138600.0,760040.0
14.0,7.0,23.0,12.0,0.000271517,0.000160244,6.375e-10,5.0,2.0,0.0245164,0.118326,0.000204344,11.0,98.0,1.0,141210.0,292631.0
10.0,16.0,30.0,22.0,0.000210685,0.000261899,9.35e-09,13.0,13.0,0.0,0.335578,0.00186536,12.0,160.0,1.0,141675.0,934736.0
10.0,5.0,12.0,10.0,0.000182142,0.000102004,6.8125e-10,9.0,4.0,0.0126451,0.426886,0.000239274,11.0,50.0,1.0,142248.0,1599099.0
5.0,2.0,13.0,5.0,9.00106e-05,5.80066e-05,6.40625e-10,5.0,2.0,0.179284,0.122132,0.00026008,9.0,10.0,1.0,143160.0,397845.0
2.0,3.0,4.0,3.0,4.80261e-05,6.79955e-05,1.27813e-09,3.0,1.0,0.0,0.198762,0.000372024,9.0,6.0,1.0,143238.0,1111922.0
3.0,12.0,3.0,23.0,5.94497e-05,0.000230398,6.78125e-10,3.0,2.0,0.657596,0.0,0.000111379,10.0,36.0,1.0,148753.0,800301.0
3.0,21.0,3.0,32.0,5.62731e-05,0.00030714,7.21875e-10,3.0,4.0,0.0301511,0.192006,0.000204684,10.0,63.0,1.0,149196.0,260599.0
4.0,3.0,8.0,6.0,8.79634e-05,9.23322e-05,6.5e-10,4.0,2.0,0.446304,0.345033,0.000646513,9.0,12.0,1.0,149381.0,376217.0
7.0,9.0,30.0,26.0,0.000125667,0.000174821,7.23438e-09,15.0,6.0,0.844679,0.0425351,0.00213863,10.0,63.0,1.0,151046.0,1625790.0
6.0,6.0,15.0,12.0,0.000119236,0.000109669,1.30625e-09,12.0,4.0,0.0,0.0,0.00092916,9.0,36.0,1.0,151127.0,1127086.0
6.0,2.0,15.0,6.0,0.000119236,6.30552e-05,1.2875e-09,6.0,1.0,0.0,0.0,0.000677354,9.0,12.0,1.0,151127.0,1212307.0
